120.000841,0.613511
120.003413,2.181052
120.005986,2.3061482
120.007273,6.9698848
120.009845,5.8337279
120.011132,1.9940311
120.012418,4.8821774
120.01499,3.625233
120.016276,1.9894946
120.017563,0.3581485
120.018849,3.4137759
120.020135,2.3497525
120.022707,1.5130656
120.023993,1.1988288
120.026565,1.961952
120.029137,4.1903174
120.032995,2.5853209
120.034281,0.654067
120.036852,1.8088764
120.038138,0.2784884
120.039424,0.3967697
120.040709,1.9382597
120.043281,0.5827314
120.044566,0.2730397
120.047138,3.3856228
120.049709,1.5662125
120.056136,1.5161383
120.057421,2.8655048
120.058707,2.4103497
120.059992,3.2986935
120.062563,2.2373382
120.063848,3.4081116
120.067704,0.3154496
120.068989,0.6288743
120.070274,4.6457115
120.074129,4.0837154
120.077984,3.2716031
120.080554,0.1166147
120.081839,0.5202089
120.083124,3.2422134
120.085693,2.6400485
120.086978,4.1324617
120.089548,1.8811914
120.092117,2.1373056
120.093402,5.418761
120.094687,1.2109959
120.097256,5.4602367
120.09854,1.4134925
120.099825,0.5621075
120.10111,1.4062451
120.102394,0.4808555
120.103678,5.5873761
120.104963,3.2770533
120.106247,0.2756093
120.110101,6.1318468
120.111385,2.4393468
120.113953,4.3312244
120.115238,2.7151746
120.124227,2.1318657
120.129363,1.8207781
120.134499,0.4623592
120.135782,0.3714226
120.139634,1.706583
120.143485,1.1418924
120.14862,17.3469453
120.149903,1.0895611
120.15247,3.8320786
120.153754,0.6710625
120.155037,0.9773465
120.156321,0.9349417
120.157604,0.7265095
120.158888,7.1196398
120.161454,1.8806612
120.162738,1.4331613
120.165304,1.9480051
120.166587,2.5486752
120.169154,0.2887302
120.17172,0.5775645
120.174286,3.5639661
120.178136,1.5488781
120.180702,0.6936279
120.181985,2.2057358
120.183267,0.6415095
120.187116,1.149089
120.189682,3.2767966
120.19353,3.2119736
120.194813,0.8486225
120.198661,1.7446092
120.201226,0.1001048
120.202508,0.5745287
120.212768,3.0728786
120.216615,4.0682412
120.217897,0.7677665
120.219179,1.4272848
120.221744,0.9227766
120.224308,2.2252308
120.232,3.8273047
120.235846,3.6636672
120.237128,3.0976277
120.239692,2.0101898
120.244819,3.1752301
120.2461,4.585883
120.248664,2.2665908
120.249945,0.0454830856
120.251227,0.0381656925
120.252509,0.6336968
120.255072,3.1205128
120.257635,1.5014557
120.260198,0.090116
120.26276,1.7723765
120.264042,2.7801624
120.265323,2.5784687
120.27301,0.4466551
120.275573,2.8910748
120.276854,1.2826842
120.279416,1.4185123
120.281978,1.8487192
120.283259,1.8989077
120.287102,0.0161835215
120.289664,1.6952941
120.294787,2.2195715
120.297348,4.3314786
120.298629,2.0378909
120.30119,5.1971604
120.302471,3.3485736
120.303751,2.0409151
120.307593,7.9749176
120.308874,2.5939288
120.310154,0.6970481
120.313995,0.8843017
120.319117,2.0967167
120.320397,2.0855589
120.324237,2.9795682
120.326798,1.0031026
120.328078,0.5634007
120.344717,5.2590549
120.345997,4.2830101
120.348556,5.2950199
120.349836,6.4794699
120.352395,1.627511
120.353675,0.7003784
120.358793,1.6347116
120.361352,2.3254554
120.362632,1.508087
120.36519,0.0276940659
120.370308,3.3832331
120.371587,2.4918857
120.374145,0.9487791
120.375425,0.5299282
120.376704,3.5858623
120.377983,0.8546564
120.380541,5.0923302
120.38182,1.4292336
120.383099,3.3647599
120.385657,1.2672031
120.386936,3.1108252
120.390773,4.8182694
120.392052,0.0821869038
120.393331,2.3902492
120.395888,5.141989
120.398446,0.5283798
120.399725,6.1116527
120.401003,4.7217855
120.403561,2.0257071
120.406118,0.8829688
120.408675,2.4378252
120.409954,1.1948923
120.411232,2.171203
120.412511,4.3261585
120.413789,0.4039304
120.415067,3.794682
120.416346,0.7129229
120.417624,1.2147178
120.422737,1.4322461
120.424016,3.5025397
120.425294,1.4632202
120.426572,5.3312444
120.429129,3.0902695
120.430407,5.1401304
120.431685,1.6156671
120.432963,0.2325738
120.434241,3.8500232
120.436797,4.4107718
120.438075,0.7842081
120.439353,4.9226132
120.440631,4.8251101
120.441909,2.4036689
120.445742,1.2379588
120.44702,2.1054192
120.448298,0.3440866
120.449576,2.0406588
120.450853,1.4851461
120.452131,3.332297
120.457242,1.4371215
120.462352,1.6543507
120.464907,0.5253912
120.466184,3.9649343
120.468739,0.7411577
120.471294,1.0148932
120.472571,6.4929813
120.476403,1.4403371
120.484066,2.7856393
120.485343,2.3528113
120.487897,2.3890876
120.490451,3.6574566
120.491728,2.3083467
120.499389,1.9653094
120.504496,2.1749718
120.505773,3.2891986
120.507049,1.4957242
120.512156,4.8389628
120.513432,5.2236275
120.514709,2.2864745
120.522367,3.8917702
120.526196,1.7596822
120.555544,2.01098
120.558095,2.6275714
120.559799,15.4813606
120.560647,3.58634
120.561104,17.3208427
120.561922,0.6600869
120.563716,3.3597884
120.565021,1.4391671
120.570851,9.0746135
120.572126,3.0027625
120.574677,6.5942855
120.575465,3.5106217
120.575952,4.9274752
120.577227,0.6799384
120.578076,7.4056119
120.578503,8.5322956
120.579381,1.6593817
120.581053,2.9420168
120.581992,6.8859985
120.584879,5.6671975
120.589823,6.2429233
120.591128,3.9097977
120.602873,6.194534
120.606552,5.7184828
120.606787,6.5797225
120.608092,10.1823014
120.609102,4.0922987
120.610701,9.766145
120.612006,8.9862296
120.6142,0.1548379
120.614615,0.1187174
120.61592,5.2055534
120.616749,8.2575231
120.617224,8.4640853
120.619833,12.7451164
120.620573,6.3933656
120.621138,11.5389936
120.621847,10.7623379
120.622442,6.7502434
120.623122,10.0339369
120.623747,3.8514758
120.625051,0.7645454
120.62567,0.2602833
120.626945,10.3162556
120.62766,17.9263811
120.628219,11.938549
120.628964,9.7129155
120.629493,12.7114539
120.630269,18.8554959
120.630768,22.9686377
120.631573,8.3583785
120.632042,11.7730062
120.632877,25.6954981
120.633316,26.0897297
120.634181,35.1993515
120.63459,34.8359108
120.635486,39.2854098
120.635865,21.0503907
120.63679,20.6383068
120.637139,48.081487
120.638094,49.7925267
120.638413,72.4288895
120.639398,66.7212336
120.639687,50.4867798
120.640702,91.0991986
120.640961,46.3349584
120.642006,67.8239168
120.642235,64.6318247
120.64331,79.571461
120.643509,79.0782917
120.644614,74.3573569
120.644783,57.3920089
120.645918,37.891565
120.646057,42.8045498
120.647222,40.7052182
120.647331,42.4599363
120.648526,29.0422942
120.648605,29.5355553
120.64983,45.5088412
120.649879,22.7007999
120.651134,19.5323956
120.651153,28.7867107
120.652427,26.2273422
120.652438,21.6600834
120.6537,8.5156425
120.653742,13.9252408
120.654974,3.7960034
120.655046,16.0755659
120.656248,18.122018
120.656349,17.8017764
120.657522,5.9104578
120.657653,16.6726516
120.658795,11.9551114
120.658957,12.0409879
120.660069,7.984644
120.660261,26.7732904
120.661564,3.3904264
120.662616,7.516306
120.662868,2.0365368
120.664172,16.6594725
120.665164,0.8506082
120.665475,14.8258792
120.666779,8.3892786
120.667711,5.5944921
120.668082,4.2900032
120.668984,0.0722401195
120.670258,9.4240146
120.670689,0.255973
120.671993,0.0742250998
120.6746,8.5073116
120.675903,5.4364347
120.677207,1.7325052
120.677898,1.0053919
120.67851,7.2008288
120.681117,3.8696576
120.681718,1.4433665
120.68242,8.6965844
120.682992,4.2212311
120.683723,6.6985049
120.684265,5.5889286
120.685538,4.2212386
120.68633,3.7533249
120.686811,1.9733746
120.687633,4.7167128
120.688084,0.2581408
120.688936,0.175169
120.690239,5.078844
120.690631,9.7935047
120.692845,2.2356541
120.693177,9.8884025
120.694148,0.6949147
120.69445,1.0323231
120.695451,0.0649875981
120.698057,0.3899063
120.698269,3.2279041
120.69936,6.7227706
120.700663,3.7228075
120.700815,1.0631726
120.703269,6.1787475
120.703361,2.2034782
120.704572,4.1326086
120.705874,11.6661087
120.705906,10.1884849
120.707179,6.0578204
120.70848,3.3456705
120.709783,4.0116581
